,Quarter,year,id_project,category,ESRR,SPR,REGION,SECTOR,Sector_1,Region_1,Operation_Type,Stage,Approval
1275,Q1 2021,2021,US-L9329,B,2.Moderate,{Not Set},NAC,SCL,SCL,NAC,Loan Operation,Operation in Disbursing,12/11/2019
1276,Q1 2021,2021,US-L9333,B,2.Moderate,{Not Set},NAC,INE,INE,NAC,Loan Operation,Operation in Disbursing,12/14/18
1277,Q1 2021,2021,US-L9335,B,4.High,Partially Satisfactory,NAC,INE,INE,NAC,Loan Operation,Operation in Disbursing,12/14/18
1278,Q1 2021,2021,US-L9339,B,2.Moderate,{Not Set},NAC,IFD,IFD,NAC,Loan Operation,Operation in Disbursing,07/10/2019
1279,Q1 2021,2021,US-L9343,B,2.Moderate,{Not Set},NAC,IFD,IFD,NAC,Loan Operation,Operation in Disbursing,12/16/20
1280,Q1 2021,2021,US-L9363,B,3.Substantial,Partially Satisfactory,NAC,INE,INE,NAC,Loan Operation,Operation in Disbursing,11/22/10
1281,Q1 2021,2021,US-L9369,A,4.High,Partially Satisfactory,NAC,INE,INE,NAC,Loan Operation,Operation in Disbursing,06/06/2012
1282,Q1 2021,2021,US-L9372,B,4.High,Partially Satisfactory,NAC,SCL,SCL,NAC,Loan Operation,Operation in Disbursing,10/02/2013
1283,Q1 2021,2021,US-L9373,B,3.Substantial,Satisfactory,NAC,INE,INE,NAC,Loan Operation,Fully Disbursed,04/16/14
1284,Q1 2021,2021,US-L9376,B,1.Low,{Not Set},NAC,SCL,SCL,NAC,Loan Operation,Operation in Disbursing,08/05/2015
1285,Q1 2021,2021,US-L9377,C,1.Low,{Not Set},NAC,IFD,IFD,NAC,Loan Operation,Operation in Disbursing,04/25/18
1286,Q1 2021,2021,US-L9386,B,3.Substantial,Partially Satisfactory,NAC,CSD,CSD,NAC,Loan Operation,Operation in Disbursing,07/29/15
1287,Q1 2021,2021,US-L9387,B,2.Moderate,{Not Set},NAC,IFD,IFD,NAC,Loan Operation,Operation in Disbursing,05/25/16
1288,Q1 2021,2021,US-L9389,B,1.Low,{Not Set},NAC,SCL,SCL,NAC,Loan Operation,Fully Disbursed,12/11/2015
1289,Q1 2021,2021,US-L9392,B,2.Moderate,{Not Set},NAC,SCL,SCL,NAC,Loan Operation,Operation in Disbursing,06/08/2016
1290,Q1 2021,2021,US-L9402,B,2.Moderate,{Not Set},NAC,INE,INE,NAC,Loan Operation,Operation in Disbursing,07/18/18
1291,Q1 2021,2021,US-L9405,B,2.Moderate,Partially Satisfactory,NAC,INE,INE,NAC,Loan Operation,Operation in Disbursing,12/08/2017
1292,Q1 2021,2021,US-L9406,B,2.Moderate,{Not Set},NAC,SCL,SCL,NAC,Loan Operation,Operation in Disbursing,12/06/2018
1293,Q1 2021,2021,US-L9408,B,3.Substantial,Partially Satisfactory,NAC,SCL,SCL,NAC,Loan Operation,Operation in Disbursing,11/26/18
1294,Q1 2021,2021,US-L9409,B,3.Substantial,Satisfactory,NAC,INE,INE,NAC,Loan Operation,Operation in Disbursing,12/11/2019
1295,Q1 2021,2021,US-L9422,B,3.Substantial,Satisfactory,NAC,CSD,CSD,NAC,Loan Operation,Operation in Disbursing,05/24/19
1296,Q1 2021,2021,US-L9429,A,4.High,Partially Satisfactory,NAC,CSD,SCL,NAC,Loan Operation,Operation in Disbursing,05/17/19
1297,Q1 2021,2021,#¡REF!,B,2.Moderate,{Not Set},NAC,SCL,,,,,
1298,Q1 2021,2021,US-L9434,B,4.High,Partially Unsatisfactory,NAC,INE,INE,NAC,Loan Operation,Operation in Disbursing,09/30/20
1299,Q1 2021,2021,US-L9445,B,3.Substantial,Satisfactory,NAC,INE,INE,NAC,Loan Operation,Operation in Disbursing,09/30/20
1300,Q1 2021,2021,US-L9487,A,4.High,Satisfactory,NAC,INE,INE,NAC,Loan Operation,Operation in Disbursing,06/01/2020
1301,Q1 2021,2021,US-L9490,B13,3.Substantial,Satisfactory,NAC,IFD,IFD,NAC,Loan Operation,Operation in Disbursing,12/12/2013
1302,Q1 2021,2021,US-L9492,B,4.High,Partially Satisfactory,NAC,CSD,INE,NAC,Loan Operation,Operation in Disbursing,10/03/2011
1303,Q1 2021,2021,#¡REF!,B,3.Substantial,Satisfactory,NAC,INE,,,,,
1304,Q1 2021,2021,US-L9494,B,2.Moderate,{Not Set},NAC,SCL,SCL,NAC,Loan Operation,Operation in Disbursing,09/29/10
1305,Q1 2021,2021,US-L9495,B,2.Moderate,Satisfactory,NAC,SCL,SCL,NAC,Loan Operation,Operation in Disbursing,11/17/10
1306,Q1 2021,2021,#¡REF!,B,2.Moderate,{Not Set},NAC,INE,,,,,
1307,Q1 2021,2021,US-L9497,B,3.Substantial,Satisfactory,NAC,CSD,CSD,NAC,Loan Operation,Fully Disbursed,10/03/2011
1308,Q1 2021,2021,US-L9498,B13,1.Low,{Not Set},NAC,IFD,IFD,NAC,Loan Operation,Operation in Disbursing,12/07/2011
1309,Q1 2021,2021,US-L9499,B,2.Moderate,{Not Set},NAC,INE,INE,NAC,Loan Operation,Operation in Disbursing,12/16/13
1310,Q1 2021,2021,US-L9499A,A,4.High,Satisfactory,NAC,CSD,,,,,
1311,Q1 2021,2021,#¡REF!,C,1.Low,{Not Set},NAC,IFD,,,,,
1312,Q1 2021,2021,US-L9500,C,1.Low,{Not Set},NAC,IFD,IFD,NAC,Loan Operation,Fully Disbursed,05/15/13
1313,Q1 2021,2021,US-L9502,C,1.Low,{Not Set},NAC,IFD,IFD,NAC,Loan Operation,Operation in Disbursing,11/26/14
1314,Q1 2021,2021,US-L9503,B13,2.Moderate,{Not Set},NAC,INE,INE,NAC,Loan Operation,Operation in Disbursing,12/03/2014
1315,Q1 2021,2021,US-L9508,A,4.High,Satisfactory,NAC,INE,INE,NAC,Loan Operation,Operation in Disbursing,11/26/14
1316,Q1 2021,2021,US-L9509,C,1.Low,{Not Set},NAC,IFD,IFD,NAC,Loan Operation,Operation in Disbursing,09/21/15
1317,Q1 2021,2021,US-L9520,B13,2.Moderate,{Not Set},NAC,CSD,CSD,NAC,Loan Operation,Operation in Disbursing,11/26/14
1318,Q1 2021,2021,US-L9523,B13,2.Moderate,{Not Set},NAC,SCL,SCL,NAC,Loan Operation,Operation in Disbursing,06/01/2020
1319,Q1 2021,2021,US-L9524,B,4.High,Satisfactory,NAC,INE,INE,NAC,Loan Operation,Operation in Disbursing,12/07/2015
1320,Q1 2021,2021,US-L9525,C,2.Moderate,{Not Set},NAC,IFD,IFD,NAC,Loan Operation,Operation in Disbursing,12/02/2015
1321,Q1 2021,2021,US-L9526,B,3.Substantial,Satisfactory,NAC,SCL,SCL,NAC,Loan Operation,Operation in Disbursing,12/11/2015
1322,Q1 2021,2021,US-L9527,C,2.Moderate,{Not Set},NAC,IFD,IFD,NAC,Loan Operation,Operation in Disbursing,02/25/16
1323,Q1 2021,2021,US-L9528,C,2.Moderate,{Not Set},NAC,CSD,CSD,NAC,Loan Operation,Operation in Disbursing,12/05/2016
1324,Q1 2021,2021,US-L9529,C,2.Moderate,{Not Set},NAC,CSD,CSD,NAC,Loan Operation,Operation in Disbursing,12/12/2016
1325,Q1 2021,2021,US-L9532,B,3.Substantial,Satisfactory,NAC,INE,INE,NAC,Loan Operation,Operation in Disbursing,11/22/17
1326,Q1 2021,2021,US-L9533,C,1.Low,{Not Set},NAC,IFD,IFD,NAC,Loan Operation,Operation in Disbursing,07/26/18
1327,Q1 2021,2021,US-L9534,C,1.Low,{Not Set},NAC,IFD,IFD,NAC,Loan Operation,Operation in Disbursing,12/01/2017
1328,Q1 2021,2021,US-L9535,C,1.Low,{Not Set},NAC,IFD,IFD,NAC,Loan Operation,Operation in Disbursing,11/25/20
1329,Q1 2021,2021,US-L9536,B,2.Moderate,{Not Set},NAC,INE,INE,NAC,Loan Operation,Fully Disbursed,11/14/18
1330,Q1 2021,2021,US-L9543,C,2.Moderate,{Not Set},NAC,SCL,SCL,NAC,Loan Operation,Operation in Disbursing,03/05/2020
1331,Q1 2021,2021,US-L9545,B,3.Substantial,{Not Set},NAC,IFD,IFD,NAC,Loan Operation,Operation in Disbursing,10/16/20
1332,Q1 2021,2021,US-L9546,B,3.Substantial,{Not Set},NAC,IFD,IFD,NAC,Loan Operation,Operation in Disbursing,11/01/2018
1333,Q1 2021,2021,US-L9549,C,1.Low,{Not Set},NAC,IFD,IFD,NAC,Loan Operation,Operation in Disbursing,10/31/18
1334,Q1 2021,2021,US-L9554,C,2.Moderate,{Not Set},NAC,SCL,SCL,NAC,Loan Operation,Operation in Disbursing,05/15/20
1335,Q1 2021,2021,US-L9555,B13,2.Moderate,{Not Set},NAC,IFD,IFD,NAC,Loan Operation,Operation in Disbursing,05/06/2020
1336,Q1 2021,2021,US-L9556,B13,2.Moderate,{Not Set},NAC,IFD,IFD,NAC,Loan Operation,Operation in Disbursing,09/09/2020
1337,Q1 2021,2021,US-L9557,B13,2.Moderate,{Not Set},NAC,IFD,IFD,NAC,Loan Operation,Operation in Disbursing,05/15/20
1338,Q1 2021,2021,US-L9559,B13,2.Moderate,{Not Set},NAC,IFD,IFD,NAC,Loan Operation,Operation in Disbursing,11/25/20
1339,Q1 2021,2021,US-L9596,C,1.Low,{Not Set},NAC,IFD,IFD,NAC,Loan Operation,Operation in Disbursing,03/05/2020
1340,Q1 2021,2021,US-L9597,C,1.Low,{Not Set},NAC,IFD,IFD,NAC,Loan Operation,Operation in Disbursing,11/27/19
1341,Q1 2021,2021,US-L9598,C,2.Moderate,{Not Set},NAC,SCL,SCL,NAC,Loan Operation,Fully Disbursed,10/16/20
1342,Q1 2021,2021,US-L9599,C,1.Low,{Not Set},NAC,IFD,SCL,NAC,Loan Operation,Operation in Disbursing,09/25/19
1343,Q1 2021,2021,#¡REF!,B,2.Moderate,{Not Set},NAC,SCL,,,,,
1344,Q1 2021,2021,US-L9976,B,3.Substantial,Partially Unsatisfactory,NAC,CSD,CSD,NAC,Loan Operation,Operation in Disbursing,05/15/20
1345,Q1 2021,2021,US-L9997,B,3.Substantial,Partially Satisfactory,NAC,CSD,CSD,NAC,Loan Operation,Fully Disbursed,10/13/15
1346,Q1 2021,2021,ZN-L9029,C,4.High,Partially Satisfactory,LATAM,INE,INE,LATAM,Loan Operation,Operation in Disbursing,12/12/2018
1347,Q1 2021,2021,ZN-L9033,B,4.High,Partially Satisfactory,LATAM,INE,INE,LATAM,Loan Operation,Operation in Disbursing,12/13/19
1348,Q1 2021,2021,ZN-L9097,C,2.Moderate,{Not Set},LATAM,SCL,SCL,LATAM,Loan Operation,Operation in Disbursing,10/24/12
1349,Q2 2020,2020,BA-G9002,B,2.Moderate,{Not Set},CAR,INE,INE,CAR,Investment Grants,Operation in Disbursing,07/29/15
1350,Q2 2020,2020,BA-L9025,A,3.Substantial,Satisfactory,CAR,INE,INE,CAR,Loan Operation,Operation in Disbursing,02/03/2014
1351,Q2 2020,2020,BA-L9032,C,1.Low,{Not Set},CAR,SCL,SCL,CAR,Loan Operation,Operation in Disbursing,11/28/12
1352,Q2 2020,2020,BA-L9033,B,3.Substantial,{Not Set},CAR,CSD,CSD,CAR,Loan Operation,Operation in Disbursing,11/02/2011
1353,Q2 2020,2020,BA-L9034,B13,2.Moderate,{Not Set},CAR,IFD,IFD,CAR,Loan Operation,Fully Disbursed,01/11/2011
1354,Q2 2020,2020,BA-L9035,B,2.Moderate,{Not Set},CAR,INE,INE,CAR,Loan Operation,Operation in Disbursing,07/07/2010
1355,Q2 2020,2020,BA-L9043,B,2.Moderate,{Not Set},CAR,INE,INE,CAR,Loan Operation,Operation in Disbursing,07/23/14
1356,Q2 2020,2020,BA-L9046,C,1.Low,{Not Set},CAR,IFD,IFD,CAR,Loan Operation,Fully Disbursed,11/30/11
1357,Q2 2020,2020,BA-L9092,B,2.Moderate,Satisfactory,CAR,INE,INE,CAR,Loan Operation,Operation in Disbursing,10/30/13
1358,Q2 2020,2020,BA-L9094,B,2.Moderate,{Not Set},CAR,CSD,CSD,CAR,Loan Operation,Operation in Disbursing,03/27/13
1359,Q2 2020,2020,BA-X9003,A,3.Substantial,Satisfactory,CAR,INE,INE,CAR,Investment Grants,Operation in Disbursing,11/26/12
1360,Q2 2020,2020,BH-L9033,C,2.Moderate,{Not Set},CAR,IFD,IFD,CAR,Loan Operation,Operation in Disbursing,11/13/13
1361,Q2 2020,2020,BH-L9035,C,1.Low,{Not Set},CAR,IFD,IFD,CAR,Loan Operation,Operation in Disbursing,05/14/14
1362,Q2 2020,2020,BH-L9037,C,2.Moderate,{Not Set},CAR,SCL,SCL,CAR,Loan Operation,Operation in Disbursing,09/12/2013
1363,Q2 2020,2020,BH-L9043,B,2.Moderate,{Not Set},CAR,CSD,CSD,CAR,Loan Operation,Operation in Disbursing,07/23/14
1364,Q2 2020,2020,BH-L9045,C,1.Low,{Not Set},CAR,IFD,IFD,CAR,Loan Operation,Operation in Disbursing,04/23/15
1365,Q2 2020,2020,BH-L9046,B13,1.Low,{Not Set},CAR,IFD,IFD,CAR,Loan Operation,Operation in Disbursing,05/14/15
1366,Q2 2020,2020,BH-L9048,B,3.Substantial,{Not Set},CAR,INE,INE,CAR,Loan Operation,Operation in Disbursing,05/07/2015
1367,Q2 2020,2020,BH-L9049,B13,1.Low,{Not Set},CAR,IFD,IFD,CAR,Loan Operation,Operation in Disbursing,06/25/15
1368,Q2 2020,2020,#¡REF!,B,3.Substantial,Satisfactory,CAR,INE,,,,,
1369,Q2 2020,2020,BL-G9003,C,1.Low,{Not Set},AAN,SCL,SCL,AAN,Investment Grants,Operation in Disbursing,09/28/16
1370,Q2 2020,2020,BL-G9004,C,2.Moderate,{Not Set},AAN,SCL,SCL,AAN,Investment Grants,Operation in Disbursing,12/05/2016
1371,Q2 2020,2020,BL-L9020,B,2.Moderate,{Not Set},AAN,CSD,CSD,AAN,Loan Operation,Operation in Disbursing,12/12/2016
1372,Q2 2020,2020,BL-L9028,B,3.Substantial,Satisfactory,AAN,CSD,CSD,AAN,Loan Operation,Operation in Disbursing,04/07/2017
1373,Q2 2020,2020,BL-L9029,B,3.Substantial,Partially Satisfactory,AAN,INE,INE,AAN,Loan Operation,Operation in Disbursing,07/12/2017
1374,Q2 2020,2020,#¡REF!,B,2.Moderate,Partially Satisfactory,AAN,INE,,,,,
1375,Q2 2020,2020,BL-L9030,C,2.Moderate,{Not Set},AAN,SCL,SCL,AAN,Loan Operation,Operation in Disbursing,08/29/17
1376,Q2 2020,2020,BL-L9034,C,2.Moderate,{Not Set},AAN,SCL,SCL,AAN,Loan Operation,Operation in Disbursing,01/29/20
1377,Q2 2020,2020,BL-L9039,C,1.Low,{Not Set},AAN,IFD,IFD,AAN,Loan Operation,Operation in Disbursing,08/02/2017
1378,Q2 2020,2020,BL-L9099,B,3.Substantial,Partially Satisfactory,AAN,INE,INE,AAN,Loan Operation,Operation in Disbursing,12/08/2017
1379,Q2 2020,2020,BO-G9004,A,4.High,Satisfactory,LATAM,CSD,CSD,LATAM,Investment Grants,Operation in Disbursing,12/01/2017
1380,Q2 2020,2020,BO-L9063,C,1.Low,{Not Set},LATAM,IFD,IFD,LATAM,Loan Operation,Operation in Disbursing,07/26/18
1381,Q2 2020,2020,BO-L9067,B,3.Substantial,Partially Satisfactory,LATAM,SCL,SCL,LATAM,Loan Operation,Operation in Disbursing,03/12/2018
1382,Q2 2020,2020,BO-L9073,B,3.Substantial,Satisfactory,LATAM,INE,INE,LATAM,Loan Operation,Operation in Disbursing,02/28/19
1383,Q2 2020,2020,BO-L9075,B,3.Substantial,Partially Satisfactory,LATAM,INE,INE,LATAM,Loan Operation,Operation in Disbursing,07/02/2019
1384,Q2 2020,2020,BO-L9076,B,3.Substantial,Partially Satisfactory,LATAM,INE,INE,LATAM,Loan Operation,Operation in Disbursing,06/12/2019
1385,Q2 2020,2020,BO-L9078,B,3.Substantial,Partially Satisfactory,LATAM,SCL,SCL,LATAM,Loan Operation,Operation in Disbursing,05/03/2019
1386,Q2 2020,2020,BO-L9079,B,2.Moderate,Satisfactory,LATAM,INE,SCL,LATAM,Loan Operation,Operation in Disbursing,11/02/2018
1387,Q2 2020,2020,#¡REF!,B,2.Moderate,{Not Set},LATAM,SCL,,,,,
1388,Q2 2020,2020,BO-L9080,A,4.High,Partially Satisfactory,LATAM,INE,INE,LATAM,Loan Operation,Operation in Disbursing,06/14/19
1389,Q2 2020,2020,BO-L9082,B,3.Substantial,Satisfactory,LATAM,SCL,SCL,LATAM,Loan Operation,Operation in Disbursing,07/31/19
1390,Q2 2020,2020,BO-L9087,B,2.Moderate,{Not Set},LATAM,INE,INE,LATAM,Loan Operation,Operation in Disbursing,07/31/19
1391,Q2 2020,2020,BO-L9095,B,3.Substantial,Partially Satisfactory,LATAM,INE,INE,LATAM,Loan Operation,Operation in Disbursing,05/18/20
1392,Q2 2020,2020,BO-L9096,C,2.Moderate,{Not Set},LATAM,CSD,CSD,LATAM,Loan Operation,Fully Disbursed,07/29/20
1393,Q2 2020,2020,BO-L9296,C,2.Moderate,{Not Set},LATAM,SCL,SCL,LATAM,Loan Operation,Operation in Disbursing,08/05/2020
1394,Q2 2020,2020,BO-L9902,B,3.Substantial,Partially Satisfactory,LATAM,INE,INE,LATAM,Loan Operation,Operation in Disbursing,12/07/2016
1395,Q2 2020,2020,BO-L9906,B,3.Substantial,Partially Satisfactory,LATAM,CSD,CSD,LATAM,Loan Operation,Operation in Disbursing,12/08/2010
1396,Q2 2020,2020,BO-L9909,B13,4.High,Unsatisfactory,LATAM,INE,INE,LATAM,Loan Operation,Operation in Disbursing,06/25/12
1397,Q2 2020,2020,BO-L9929,C,1.Low,{Not Set},LATAM,SCL,SCL,LATAM,Loan Operation,Operation in Disbursing,09/21/15
1398,Q2 2020,2020,BO-L9979,B,2.Moderate,{Not Set},LATAM,CSD,CSD,LATAM,Loan Operation,Operation in Disbursing,10/25/17
1399,Q2 2020,2020,BO-L9982,B,3.Substantial,Partially Satisfactory,LATAM,CSD,CSD,LATAM,Loan Operation,Operation in Disbursing,12/15/14
1400,Q2 2020,2020,BO-L9984,B,2.Moderate,{Not Set},LATAM,INE,INE,LATAM,Loan Operation,Operation in Disbursing,11/18/15
1401,Q2 2020,2020,BO-L9986,B,3.Substantial,Partially Satisfactory,LATAM,INE,INE,LATAM,Loan Operation,Operation in Disbursing,09/20/19
1402,Q2 2020,2020,BO-L9988,B,3.Substantial,Partially Satisfactory,LATAM,CSD,CSD,LATAM,Loan Operation,Operation in Disbursing,11/27/19
1403,Q2 2020,2020,BO-L9990,B,3.Substantial,{Not Set},LATAM,INE,INE,LATAM,Loan Operation,Operation in Disbursing,12/02/2020
1404,Q2 2020,2020,BO-L9992,B,3.Substantial,{Not Set},LATAM,INE,INE,LATAM,Loan Operation,Operation in Disbursing,12/16/20
1405,Q2 2020,2020,BO-L9993,A,4.High,Unsatisfactory,LATAM,CSD,CSD,LATAM,Loan Operation,Operation in Disbursing,06/25/12
1406,Q2 2020,2020,BO-L9994,B,3.Substantial,Partially Satisfactory,LATAM,INE,INE,LATAM,Loan Operation,Operation in Disbursing,07/07/2015
1407,Q2 2020,2020,BO-L9997,B,2.Moderate,{Not Set},LATAM,INE,INE,LATAM,Loan Operation,Operation in Disbursing,11/19/14
1408,Q2 2020,2020,BO-L9998,B,3.Substantial,Partially Satisfactory,LATAM,SCL,INE,LATAM,Loan Operation,Operation in Disbursing,11/02/2016
1409,Q2 2020,2020,#¡REF!,B,3.Substantial,Partially Satisfactory,LATAM,INE,,,,,
1410,Q2 2020,2020,BO-L9999,B,3.Substantial,Satisfactory,LATAM,INE,IFD,LATAM,Loan Operation,Operation in Disbursing,11/08/2017
1411,Q2 2020,2020,#¡REF!,B13,3.Substantial,{Not Set},LATAM,IFD,,,,,
1412,Q2 2020,2020,BO-X9092,B,4.High,Partially Satisfactory,LATAM,CSD,CSD,LATAM,Investment Grants,Operation in Disbursing,09/11/2019
1413,Q2 2020,2020,CH-G9005,C,2.Moderate,{Not Set},NAC,INE,INE,NAC,Investment Grants,Operation Closed,12/09/2020
1414,Q2 2020,2020,CH-L9084,B,2.Moderate,{Not Set},NAC,CSD,CSD,NAC,Loan Operation,Operation in Disbursing,03/14/19
1415,Q2 2020,2020,CH-L9085,C,1.Low,{Not Set},NAC,IFD,IFD,NAC,Loan Operation,Operation in Disbursing,10/27/20
1416,Q2 2020,2020,CH-L9089,B13,1.Low,{Not Set},NAC,SCL,SCL,NAC,Loan Operation,Fully Disbursed,11/19/14
1417,Q2 2020,2020,CH-L9095,B13,1.Low,{Not Set},NAC,SCL,SCL,NAC,Loan Operation,Operation Closed,10/21/15
1418,Q2 2020,2020,CH-L9098,B13,2.Moderate,{Not Set},NAC,IFD,IFD,NAC,Loan Operation,Fully Disbursed,05/25/16
1419,Q2 2020,2020,CH-L9905,C,1.Low,{Not Set},NAC,IFD,IFD,NAC,Loan Operation,Operation Closed,12/06/2017
1420,Q2 2020,2020,CH-L9938,C,1.Low,{Not Set},NAC,INT,INT,NAC,Loan Operation,Operation in Disbursing,06/07/2019
1421,Q2 2020,2020,CH-L9942,C,1.Low,{Not Set},NAC,IFD,IFD,NAC,Loan Operation,Operation in Disbursing,07/30/19
1422,Q2 2020,2020,CH-L9945,B13,1.Low,{Not Set},NAC,IFD,IFD,NAC,Loan Operation,Operation in Disbursing,06/19/20
1423,Q2 2020,2020,CH-L9948,B13,1.Low,{Not Set},NAC,IFD,IFD,NAC,Loan Operation,Operation in Disbursing,12/02/2015
1424,Q2 2020,2020,CH-L9949,B13,1.Low,{Not Set},NAC,SCL,SCL,NAC,Loan Operation,Operation in Disbursing,10/27/20
1425,Q2 2020,2020,CH-X9007,C,2.Moderate,{Not Set},NAC,INE,INE,NAC,Investment Grants,Operation in Disbursing,11/02/2011
1426,Q2 2020,2020,CR-G9004,C,1.Low,{Not Set},AAN,SCL,SCL,AAN,Investment Grants,Operation Closed,11/07/2012
1427,Q2 2020,2020,CR-G9006,C,1.Low,{Not Set},AAN,INT,INT,AAN,Investment Grants,Operation in Disbursing,12/05/2012
1428,Q2 2020,2020,CR-L9024,B,3.Substantial,Satisfactory,AAN,INE,INE,AAN,Loan Operation,Operation in Disbursing,06/26/13
1429,Q2 2020,2020,CR-L9032,B,3.Substantial,Partially Unsatisfactory,AAN,INE,INE,AAN,Loan Operation,Operation in Disbursing,11/01/2012
1430,Q2 2020,2020,CR-L9043,C,1.Low,{Not Set},AAN,IFD,IFD,AAN,Loan Operation,Operation in Disbursing,12/02/2015
1431,Q2 2020,2020,CR-L9049,A,3.Substantial,Partially Satisfactory,AAN,INE,INE,AAN,Loan Operation,Operation Closed,02/12/2014
1432,Q2 2020,2020,CR-L9053,B,2.Moderate,{Not Set},AAN,SCL,SCL,AAN,Loan Operation,Operation in Disbursing,11/27/13
1433,Q2 2020,2020,CR-L9065,B,2.Moderate,{Not Set},AAN,INE,INE,AAN,Loan Operation,Operation in Disbursing,12/11/2014
1434,Q2 2020,2020,CR-L9066,B,3.Substantial,Partially Satisfactory,AAN,INT,INT,AAN,Loan Operation,Operation in Disbursing,09/16/15
1435,Q2 2020,2020,CR-L9070,A,3.Substantial,Satisfactory,AAN,INE,INE,AAN,Loan Operation,Operation in Disbursing,09/09/2015
1436,Q2 2020,2020,CR-L9937,B,2.Moderate,{Not Set},AAN,IFD,IFD,AAN,Loan Operation,Operation in Disbursing,09/21/15
1437,Q2 2020,2020,CR-L9939,B,3.Substantial,{Not Set},AAN,INE,INE,AAN,Loan Operation,Operation in Disbursing,06/30/16
1438,Q2 2020,2020,CR-L9943,B13,2.Moderate,{Not Set},AAN,IFD,IFD,AAN,Loan Operation,Operation in Disbursing,05/29/20
1439,Q2 2020,2020,CR-L9944,C,2.Moderate,{Not Set},AAN,SCL,SCL,AAN,Loan Operation,Operation in Disbursing,07/22/20
1440,Q2 2020,2020,CR-X9009,B,3.Substantial,Satisfactory,AAN,INE,INE,AAN,Investment Grants,Operation in Disbursing,09/07/2016
1441,Q2 2020,2020,DR-G0002,C,2.Moderate,{Not Set},AAN,SCL,SCL,AAN,Investment Grants,Operation in Disbursing,11/30/16
1442,Q2 2020,2020,DR-L9049,B,1.Low,{Not Set},AAN,INE,INE,AAN,Loan Operation,Operation in Disbursing,11/15/17
1443,Q2 2020,2020,DR-L9053,B,2.Moderate,{Not Set},AAN,SCL,SCL,AAN,Loan Operation,Operation in Disbursing,11/22/17
1444,Q2 2020,2020,DR-L9057,B,2.Moderate,{Not Set},AAN,INE,INE,AAN,Loan Operation,Operation in Disbursing,10/24/18
1445,Q2 2020,2020,DR-L9067,C,1.Low,{Not Set},AAN,SCL,SCL,AAN,Loan Operation,Fully Disbursed,09/26/18
1446,Q2 2020,2020,DR-L9068,B13,2.Moderate,{Not Set},AAN,IFD,IFD,AAN,Loan Operation,Operation in Disbursing,05/29/20
1447,Q2 2020,2020,DR-L9069,C,1.Low,{Not Set},AAN,SCL,SCL,AAN,Loan Operation,Fully Disbursed,07/22/20
1448,Q2 2020,2020,DR-L9080,B,3.Substantial,{Not Set},AAN,SCL,SCL,AAN,Loan Operation,Operation in Disbursing,07/31/14
1449,Q2 2020,2020,DR-L9084,B,3.Substantial,{Not Set},AAN,CSD,CSD,AAN,Loan Operation,Operation in Disbursing,03/12/2018
1450,Q2 2020,2020,DR-L9922,B,3.Substantial,{Not Set},AAN,INE,INE,AAN,Loan Operation,Operation in Disbursing,06/27/13
1451,Q2 2020,2020,DR-L9927,C,1.Low,{Not Set},AAN,SCL,SCL,AAN,Loan Operation,Operation in Disbursing,11/07/2012
1452,Q2 2020,2020,DR-L9928,B,3.Substantial,{Not Set},AAN,INE,INE,AAN,Loan Operation,Operation in Disbursing,05/01/2014
1453,Q2 2020,2020,DR-L9932,B13,1.Low,{Not Set},AAN,INE,INE,AAN,Loan Operation,Operation in Disbursing,03/10/2010
1454,Q2 2020,2020,DR-L9934,B13,4.High,Partially Satisfactory,AAN,CSD,CSD,AAN,Loan Operation,Operation in Disbursing,10/24/13
1455,Q2 2020,2020,DR-L9935,B,4.High,Partially Satisfactory,AAN,CSD,CSD,AAN,Loan Operation,Operation in Disbursing,06/25/12
1456,Q2 2020,2020,DR-L9937,B,2.Moderate,{Not Set},AAN,CSD,CSD,AAN,Loan Operation,Operation in Disbursing,11/23/11
1457,Q2 2020,2020,DR-L9944,B13,2.Moderate,{Not Set},AAN,IFD,IFD,AAN,Loan Operation,Fully Disbursed,12/16/20
1458,Q2 2020,2020,DR-L9997,C,1.Low,{Not Set},AAN,IFD,IFD,AAN,Loan Operation,Operation in Disbursing,02/27/13
1459,Q2 2020,2020,DR-X9005,B,2.Moderate,{Not Set},AAN,INE,INE,AAN,Investment Grants,Operation in Disbursing,12/12/2012
1460,Q2 2020,2020,EC-G9009,C,2.Moderate,{Not Set},LATAM,INE,INE,LATAM,Investment Grants,Operation in Disbursing,05/01/2013
1461,Q2 2020,2020,EC-L9223,B,3.Substantial,{Not Set},LATAM,INE,INE,LATAM,Loan Operation,Operation in Disbursing,07/24/13
1462,Q2 2020,2020,EC-L9227,C,1.Low,{Not Set},LATAM,IFD,IFD,LATAM,Loan Operation,Operation in Disbursing,07/03/2014
1463,Q2 2020,2020,EC-L9229,C,1.Low,{Not Set},LATAM,CSD,CSD,LATAM,Loan Operation,Operation in Disbursing,12/15/14
1464,Q2 2020,2020,EC-L9230,B13,3.Substantial,Partially Satisfactory,LATAM,IFD,IFD,LATAM,Loan Operation,Operation in Disbursing,10/22/14
1465,Q2 2020,2020,EC-L9235,C,1.Low,{Not Set},LATAM,SCL,SCL,LATAM,Loan Operation,Operation in Disbursing,12/16/13
1466,Q2 2020,2020,EC-L9236,C,1.Low,{Not Set},LATAM,SCL,SCL,LATAM,Loan Operation,Operation in Disbursing,12/13/13
